0,0,1
1,0,1
2,0,1
3,0,1
4,0,1
5,0,1
6,0,1
7,0,1
8,0,1
9,0,9
10,0,1
11,0,1
12,0,1
13,0,13
14,0,1
15,0,1
16,0,1
17,0,4
18,0,16
19,0,1
20,0,1
21,0,1
22,0,9
23,0,1
24,0,1
25,0,1
26,0,1
27,0,1
28,0,1
29,0,1
30,0,1
31,0,1
32,0,11
33,0,1
34,0,1
35,0,1
36,0,1
37,0,1
38,0,1
39,0,2
40,0,1
41,0,1
42,0,1
43,0,1
44,0,1
45,0,1
46,0,4
47,0,1
48,0,1
49,0,1
50,0,1
51,0,1
52,0,1
53,0,1
54,0,1
55,0,1
56,0,1
57,0,1
58,0,1
59,0,1
60,0,1
61,0,1
62,0,1
63,0,1
64,0,1
65,0,1
66,0,1
67,0,1
68,0,1
69,0,1
70,0,1
71,0,1
72,0,4
73,0,1
74,0,1
75,0,1
76,0,1
77,0,11
78,0,1
79,0,15
80,0,1
81,0,1
82,0,1
83,0,1
84,0,10
85,0,2
86,0,1
87,0,1
88,0,1
89,0,19
90,0,1
91,0,16
92,0,1
93,0,1
94,0,1
95,0,1
96,0,1
97,0,9
98,0,1
99,0,1
100,0,1
101,0,1
102,0,13
103,0,19
104,0,16
105,0,1
106,0,1
107,0,16
108,0,1
109,0,11
110,0,15
111,0,1
112,0,1
113,0,1
114,0,3
115,0,1
116,0,12
117,0,1
118,0,1
119,0,1
120,0,1
121,0,1
122,0,1
123,0,1
124,0,13
125,0,1
126,0,1
127,0,1
128,0,3
129,0,11
130,0,1
131,0,1
132,0,1
133,0,1
134,0,1
135,0,1
136,0,1
137,0,1
138,0,7
139,0,3
140,0,1
141,0,1
142,0,1
143,0,1
144,0,1
145,0,1
146,0,1
147,0,1
148,0,1
149,0,1
150,0,1
151,0,15
152,0,1
153,0,4
154,0,1
155,0,4
156,0,1
157,0,1
158,0,12
159,0,19
160,0,1
161,0,3
162,0,1
163,0,1
164,0,1
165,0,1
166,0,1
167,0,1
168,0,1
169,0,1
170,0,15
171,0,17
172,0,1
173,0,1
174,0,1
175,0,1
176,0,9
177,0,1
178,0,1
179,0,1
180,0,15
181,0,1
182,0,1
183,0,1
184,0,1
185,0,1
186,0,1
187,0,1
188,0,1
189,0,1
190,0,1
191,0,1
192,0,1
193,0,1
194,0,1
195,0,1
196,0,1
197,0,1
198,0,8
199,0,1
0,1,11
1,1,1
2,1,1
3,1,1
4,1,1
5,1,3
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,17
13,1,1
14,1,1
15,1,1
16,1,13
17,1,1
18,1,8
19,1,1
20,1,1
21,1,6
22,1,1
23,1,1
24,1,1
25,1,1
26,1,14
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,12
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,8
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,17
61,1,1
62,1,1
63,1,1
64,1,1
65,1,1
66,1,1
67,1,1
68,1,1
69,1,1
70,1,1
71,1,6
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,14
81,1,1
82,1,2
83,1,1
84,1,1
85,1,19
86,1,1
87,1,1
88,1,5
89,1,1
90,1,1
91,1,1
92,1,15
93,1,1
94,1,1
95,1,18
96,1,1
97,1,1
98,1,1
99,1,1
100,1,6
101,1,1
102,1,1
103,1,1
104,1,1
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,10
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,7
119,1,10
120,1,1
121,1,19
122,1,1
123,1,14
124,1,1
125,1,1
126,1,1
127,1,1
128,1,1
129,1,15
130,1,1
131,1,1
132,1,1
133,1,1
134,1,19
135,1,1
136,1,1
137,1,1
138,1,1
139,1,12
140,1,1
141,1,1
142,1,1
143,1,1
144,1,1
145,1,1
146,1,11
147,1,16
148,1,6
149,1,1
150,1,1
151,1,1
152,1,1
153,1,1
154,1,1
155,1,1
156,1,1
157,1,1
158,1,1
159,1,1
160,1,1
161,1,8
162,1,1
163,1,14
164,1,1
165,1,1
166,1,1
167,1,1
168,1,1
169,1,2
170,1,2
171,1,1
172,1,1
173,1,1
174,1,1
175,1,1
176,1,1
177,1,8
178,1,16
179,1,14
180,1,17
181,1,1
182,1,8
183,1,17
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,1
193,1,1
194,1,7
195,1,1
196,1,1
197,1,1
198,1,1
199,1,1
0,2,1
1,2,1
2,2,1
3,2,16
4,2,1
5,2,1
6,2,3
7,2,1
8,2,1
9,2,1
10,2,16
11,2,1
12,2,1
13,2,1
14,2,8
15,2,1
16,2,1
17,2,1
18,2,8
